Name,Scholar_ID,Title,Year
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,Social media usage: A comparison between Generation Y and Generation Z in India,2023,"Social media is an important part of young generations' digital lives and has become much more than a social connection tool. This research offers comprehensions into usage of social media among Gen Y and Gen Z and investigates the usage of social media's features such as socialization, information, entertainment, education, and shopping. Various previous studies are available which attempted to investigate the usage of social media by Gen Z and Gen Y independently. This study is the first that attempted to compare the usage between Gen Z and Gen Y. This is an empirical study comprising 293 respondents from Gen Y and Gen Z, who were selected purposively. The findings suggest that Gen Z use social media more than Gen Y for education, entertainment, shopping, and socialization whereas social media usage of both the generations for information seeking are equal. This study offers recommendations …"
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,Strategic waste management practices for environmental sustainability–a case of Indian university,2025,"Individuals generate plenty of waste that is affecting the life while consumption of air and water at the base. The increasing industrialization, population and waste generation without proper measures of waste management are leading to major challenges to environmental sustainability. Considering these challenges, the present study focuses on the types and sources of waste generation and waste reduction by encouraging the reduction, recycling and reuse of waste products. The study aims to provide a well-functioning sustainable waste management system, that incorporates feedback loops, focuses on processes, embodies adaptability and diverts waste from disposal.The university under study is situated at the central location of Pune City in India. The university has diverse units like academic and admin buildings, canteens and mess …"
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,Metaverse: A Conceptual Study on the Implications for Employer Branding for Gen Z.,2024,"Purpose The main purpose of this conceptual study is to explore the prospective implications of the Metaverse on employer branding strategies, with a specific focus on attracting and retaining Generation Z employees entering the workforce. This paper investigates the potential avenues for integrating employer branding within the Metaverse while addressing the anticipated challenges associated with leveraging the Metaverse for employer branding initiatives for Gen Z employees. Design/Methodology/Approach The current study is a conceptual understanding of the use of the Metaverse for employer branding. Based on the review of existing literature, and case studies, the current study proposes a framework for employers to align their EB strategies using the Metaverse as a tool. Findings The study identified opportunities for the use of the Metaverse for EB along with the limitations of using this tool. Also, the …"
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,Online Grocery Industry in India: Identifying Key Themes and Future Directions through a Literature Review,2020,"Indian online grocery retail industry has emerged as one of the most dynamic and fast-paced industries due to changing consumer preferences. This study focuses review of literature on factors that influence on online-grocery industry in India. The factors that motivate buyers to shop-online and their attitudes towards online-grocery are studied. Insights are provided into various themes with respect to online-grocery. A systematic searched was carried out on specialized database sources: Web of Science and EBSCOhost. Furthermore Google Scholar searches were performed. Search words and phrases included online grocery, e-commerce in India, online grocery stores, online retail, e-grocery, grocery retailing. The integrative approach is used to shape the analysis of literature. Five themes were finally identified based on extensive reviews of research articles. Finally, this study identifies several gaps and provides some orientation for future research."
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,Internal branding as a management strategy: a case of organized retail sector,2012,"This research aims to reveal use of internal branding in retail business and gain competitive advantage. Also paper examines the essential role that internal branding plays in doing successful business. A case-study approach is adopted using qualitative and quantitative methodologies from retail businesses, as well as reviews of earlier literature and research, give data for conducting analysis of internal branding in organized retail business. Authors find that internal branding is a new concept in retail business and internal branding helps in involvement of employees in making change, empower employees and build credibility with your employees and customers. Internal branding not only directly influences the performance of employees but their role in relation to the brand experience with customer in store. The research is relevant as it addresses issues of internal branding and its implications in retail business. Brand development is the business strategy and internal branding help to drive a business forward in complex environment. Study indicates that Marketers would learn how to effectively integrate and leverage internal branding and marketing to improve the short-term and long-term success of your organization. Research only related to retail sector. Implications on other sectors of businesses can be different. Extended research can be beneficial for strategy formulators."
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,A bibliometric analysis of citations and publications on Metaverse,2023,"Metaverse is considered the next internet revolution. Metaverse is believed to have a lot of applications in various industries like, education, tourism, gaming, entertainment, IT, healthcare etc. Research in the metaverse is in a nascent stage. An increasing number of scholars are researching this emerging field. Bibliometric analysis is a powerful tool that may be utilized to investigate the development pattern of a particular subject area. The purpose of this paper is to provide initial direction to scholars using bibliometric analysis. We analysed 504 documents from the Scopus database published during the period of 1977 to 2022. We identified top contributing authors, top countries, and top journals publishing research in the ‘metaverse’."
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,Changing workplace demographics: a gig economy and the role of employer branding,2025,"The gig economy in India has expanded rapidly, particularly in sectors such as food delivery, ride-hailing, and freelancing. This study explores the role of employer branding in engaging gig workers within this evolving labour landscape. It focuses on the lived experiences of on-demand service executives and the development of a context-specific Employer Value Proposition (EVP).Adopting an interpretive phenomenological approach, this study used semi-structured interviews with 23 purposively selected gig workers across platform sectors such as delivery and mobility services in urban India. Thematic analysis was employed to identify patterns grounded in employer branding theory and self-determination theory.Even in the absence of long-term employment contracts, a strong employer brand emphasizing …"
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,From Farms to Tourism: Two Decades of Agritourism Trends â€“A Bibliometric Analysis,2025,"Purpose: This study investigated agritourism trends, examining how it diversified rural businesses and contributed to rural economies. It identified the determinants driving agritourism and its various typologies by exploring existing literature.Design/Methodology/Approach: A comprehensive bibliometric analysis was conducted using the biblioshiny tool in RStudio, analyzing 1,104 articles from the Web of Science (WoS) database. The study assessed the most cited papers, key contributing authors, and prominent journals. Additionally, a content analysis was performed to uncover emerging themes and research areas in agritourism.Findings: The results revealed a growing acceptance of agritourism as a rural economic diversification strategy. The study identified leading authors, institutions, and countries contributing to agritourism research and the evolution of major research themes over time. The analysis underscored the economic, social, and environmental benefits of agritourism while also highlighting the associated challenges.Practical Implications: The study provided insights for policymakers, rural developers, and agritourism entrepreneurs in designing effective strategies for sustainable rural development. Understanding agritourismâ€™ s motivations and challenges aided in formulating supportive policies and development frameworks. However, the study was limited by its reliance on bibliometric analysis, which may not have fully captured qualitative aspects of agritourism practices. Additionally, the exclusion of non-English publications and reliance on WoS data may have resulted in potential bias and omission of relevant studies from …"
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,"Retail Investor Behavior Towards Life Insurance, Mutual Fund and Unit-Linked Insurance Plans (ULIPs): A Thematic Literature Review.",2021,"Retail investors are becoming increasingly worried about financial investment, which, after many financial crises, makes it challenging for financial service companies in India to devise marketing strategies. This paper provides a review of scientific, peer-reviewed articles that examine the consumer buying behavior towards investment in life insurance, mutual funds and Unit-Linked Insurance Plans (ULIPs). The research articles were obtained following a literature search on prominent databases like Web of Science, EBSCO and Google scholar. There are dozens of studies identifying behavioral analysis of retail investors. However, this paper makes an emphasis on the thematic analysis to identify factors and to uncover nuanced findings of retail investment decisions from an Indian perspective. The discussions that the authors present allow seeing how the investment behavior pattern of retail investors is shaping the …"
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,A Study Of The Relative Importance Of Various Media Of Promotion In The Real Estate Sector In India.,2024,"Real estate contributes a significant portion to the GDP of the country yet not much research is done on real estate in general and its marketing in particular. Real Estate developers use different media for advertising and promotion. The purpose of this paper is to identify the relative importance of various media for promotion in the real estate sector in India. This paper considers seven different media for promotion namely Newspapers, Hoardings, Social media, Google ads, Property fairs, TV ads, and Pamphlets. Sales Managers of the Real estate companies were approached with a structured questionnaire and were asked to rank these seven media in order of importance. 101 responses were received. Based on this ordinal data, a non-parametric test of Mann-Whitney (Wilcoxon Rank Sum) test was conducted to find out the relative importance of those seven media and whether there were significant differences in …"
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,A study of circular economy and sustainability in fashion industry,2023,This paper aims to study the principles of circular economy sustainable practices in the fashion industry. Study also aims to understand the how fashion sector has been shifting from linear economy towards circular economy. This research includes a comprehensive literature review to understand the various aspects of circular economy and sustainability in the fashion industry. The study briefly emphasize how brands and fast fashion industry is turning towards circular systems to contribute to sustainability and environmental responsibility. Primary objective of study is to understand the holistic overview of the circular economy in the fashion industry. The study also gives an overview of various challenges and drivers of circular economy. This research study is a fresh attempt to re-investigate understanding of the circular economy and sustainability in the fashion industry through a review of the literature.
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,Analysis of Dividend Policy and Dividend Pattern of the Top Five Public Sector Undertakings (PSUs) in the Indian Power Sector,2023,"This research examines the trends and determinants of Indian companies’ dividend policies with the help of top five Public Sector Undertakings (PSUs) in power sector. This paper contributes to the existing body of knowledge by systematically identifying the key factors that influence Indian companies’ dividend payout decisions. This study is descriptive research in nature where secondary data collected from top five Public Sector Undertakings (PSUs) in power sector namely, Rural Electrification Corporation Ltd., National Thermal Power Corporation Ltd., National Hydroelectric Power Corporation, Power Finance Corporation, Power Grid Corporation of India Ltd. by using various books, national journals, annual reports. The output of this study is to examine the impact of share price through the Annual General meetings (AGM). With the help of the dividend distribution policy of the company, the research helps in finding out pattern of distributing dividend to their shareholders. At the end, the impact of Covid-19 on the selected Power Sector companies have been analyzed. These findings are in line with the expectations of the dividend cost minimization model in terms of Indian listed businesses."
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,AGRITOURISM IN INDIA: UNDERSTANDING THE CONSUMER OPPORTUNITY.,2015,"Tourism has emerged as one of the largest global economic activities and agritourism is the form of tourism which capitalizes on rural culture as a tourist attraction. It has gained a new dimension as a potential income and job generating activity. The basic objective of this research is to understand and know expectations of the consumer related to agritourism experience. Agritourism center owners and agritourism visitor are key element and thus it is important to understand their characteristics and expectations to serve them better. This paper reports our survey findings on consumer opportunity focusing demographic characteristics of agritourism visitors and their way of thinking related to consumption. Descriptive statistics showed significant differences in agritourism preferences across gender, levels of agritourism experience, and amenities attached in agritourism. This also research identified that there is a group …"
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,The AI–consumer–sustainability nexus: a conceptual framework for real estate transformation,2026,"The success in the real estate business depends on the three streams – technology adoption, consumer behaviour and sustainability. While the technology of artificial intelligence (AI) has gained popularity in the marketing of property, the earlier research remains fragmented across the three streams. This paper aims to develop an integrative conceptual model, the AI–consumer–sustainability nexus, to connect these streams in a property–market context.A systematic literature review and thematic synthesis were conducted on 118 Scopus-indexed publications between 2015 and 2025. Themes were coded and consolidated to map pathways and derive hypotheses. To strengthen the conceptual integrity, semi-structured interviews with the stakeholders were conducted (a total of 24 interviews, including 11 with academicians and 13 with …"
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,Design and Evaluation of a VR-Based Interactive Property Tour System for Real Estate Applications,2025,"This paper introduces the design and assessment of a VR-Based Interactive Property Tour System as a means of improving the visualization of real estate and interaction with customers. It combines Z-Score Normalization to preprocess data, consistency of data to all metrics of user interaction, and Recursive Feature Elimination (RFE) to determine the most powerful behavioral and environmental variables that can influence the user experience. Gradient Boosting Machine (GBM) is a classifier that was built with the help of the TensorFlow software to predict the user engagement and their intentions to buy the product with a high accuracy. The experimental analysis shows that the accuracy of the system, spatial perception and the quality of interaction are considerably enhanced in comparison with the old models of virtual tours. The findings suggest the increased user satisfaction and lesser navigation latency …"
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,IR 5.0: A CONCEPTUAL STUDY ON THE IMPLICATIONS FOR EMPLOYER BRANDING FOR GEN Z,2024,"This paper explores the intersection of Industry 5.0 (IR 5.0) and employer branding, with a specific focus on how organizations can leverage IR 5.0 principles to attract, engage, and retain Generation Z (Gen Z) talent. The study aims to provide insights into how the human-centric and sustainability-focused aspects of IR 5.0 reshape employer branding strategies, aligning them with the values and expectations of Gen Z. A conceptual framework was developed by reviewing existing literature on Industry 5.0, employer branding, and generational workforce preferences, particularly those of Gen Z. The paper employs a qualitative approach, synthesizing key themes from the literature to propose strategic employer branding adaptations. Insights were gathered from case studies, secondary data, and industry reports to illustrate real-world applications and potential outcomes. The study identifies several key areas where IR 5 …"
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,Social Media Usage beyond Gratifications: A Thematic Literature Analysis,2021,
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,Customer Experience Measurement in Retail Industry: A Thematic Literature Review,2021,
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,Motives of Starting Agritourism: A Case of Maharashtra,2016,
Dr. Malhari Bhimrao Kulkarni,yRtGG1YAAAAJ,Evaluation of Agritourism Policy in India: Qualitative Impact Analysis,,"The purpose of this qualitative study is to provide an overview of the recently formulated agritourism policy in India. Under tourism sector reforms, in September 2020, the State Government of Maharashtra, India, sanctioned its agritourism policy, which aims to promote rural development through agricultural tourism and encourage agriculturally based enterprises and provide employment possibilities for rural economy. An in-depth interview with 21 agritourism center owners/farmers was conducted as part of the qualitative research. Research notes and audio recordings have been translated as per the topics of the study. This study included purposeful sampling. COREQ (Consolidated criteria for reporting qualitative research) comprehensive checklist is employed for data analysis. In finding, participants voiced their appreciation for the policy and expressed a strong desire to take benefits of it. Respondents preferred the concept of training, guidance, marketing, and promoting their centers through the agritourism department of the government. Respondents from the study were pleased with the holistic approach, but they were also concerned about direct financial assistance, flexible and simplified procedures, and one-window clearances."
Dr. Sumitra Narayan Motade,3iuFEMsAAAAJ,Channel estimation and data detection using machine learning for MIMO 5G communication systems in fading channel,2018,"In multiple-input multiple-output orthogonal frequency-division multiplexing (MIMO-OFDM) systems, multi-user detection (MUD) algorithms play an important role in reducing the effect of multi-access interference (MAI). A combination of the estimation of channel and multi-user detection is proposed for eliminating various interferences and reduce the bit error rate (BER). First, a novel sparse based k-nearest neighbor classifier is proposed to estimate the unknown activity factor at a high data rate. The active users are continuously detected and their data are decoded at the base station (BS) receiver. The activity detection considers both the pilot and data symbols. Second, an optimal pilot allocation method is suggested to select the minimum mutual coherence in the measurement matrix for optimal pilot placement. The suggested algorithm for designing pilot patterns significantly improves the results in terms of mean square error (MSE), symbol error rate (SER) and bit error rate for channel detection. An optimal pilot placement reduces the computational complexity and maximizes the accuracy of the system. The performance of the channel estimation (CE) and MUD for the proposed scheme was good as it provided significant results, which were validated through simulations."
Dr. Sumitra Narayan Motade,3iuFEMsAAAAJ,Sensor fusion: An advance inertial navigation system using GPS and IMU,2022,"Navigation is how everything moves around globally, and electronics have provided better solutions for appliances to work seamlessly. There are two broad navigation options for finding your location. One is a Global Positioning System (GPS) system, and the other one is by using the Inertial Measurement Unit (IMU). The IMU is nothing but a combination of accelerometers and gyroscopes. This paper puts light on the Inertial Navigation System (INS), which uses GPS and IMU to get navigation data. GPS and INS give us real-time velocity and position data required for navigation. However, GPS has a slow update rate, up to 1-10Hz, while IMU performs far better at gaining navigation data with an update rate up to 1KHz. IMU accumulates errors and drifts over time while GPS has a low update rate. These drawbacks make both systems unreliable when used alone. The proposed work talks more about the use of both …"
Dr. Sumitra Narayan Motade,3iuFEMsAAAAJ,Active learning techniques for effective online teaching and learning in higher education,2022,"This article proposes active learning strategies for delivering engineering courses to the students in order to make learning more engaging, interesting, accomplishing, and joyful. The education system was impacted by the unprecedented situations generated by the Coronavirus pandemic from the last two academic years. The student community is also going through difficult situations on many levels. The primary challenge for teachers was to engage the students passionately in learning while maintaining a stress-free, healthy and fruitful environment in the online classes. For a stress-free teaching-learning process, adopting a variability in course content delivery methods would be a smart choice for teachers. This paper discusses the most effective active learning strategies in higher education. The work also highlights examples of implementation and an analysis of the effectiveness of active learning methodologies in terms of learners understanding, competency, satisfaction and knowledge gain. The findings indicate that the active learning strategy has assisted students in being more comfortable and engaged in effective learning in the online mode."
Dr. Sumitra Narayan Motade,3iuFEMsAAAAJ,Convolutional neural network-based fall detection for the elderly person monitoring,2023,"The purpose of this paper is to present a generalized human fall detection system for elderly assistance. The human population above the age of 60 is constantly growing. India is the world’s second-most peopled country, having 76.6 million individuals aged 60 and above, occupying more than 7.7% of the total population. Falls are considered a significant problem among the elderly. Falls are a significant source of mortality among the elderly. As a result, instant medical attention is required following a fall. When related to wearable sensors, vision-based fall detection is a more appropriate scheme for supervising old persons. Since a variety of backgrounds and scenes are available, fall event detection necessitates an intelligent approach for extracting the relevant feature. Deep learning algorithms have demonstrated very excellent classification performance in recent years. Compared to traditional techniques, fall detection systems using Convolution Neural Networks (CNN) are highly competent in detecting fall occurrences. The value of the proposed research lies in the CNN-based Fall Detection (FD) system which is data-independent. CNN is infamous for being difficult to tune and data-intensive. There is a risk of overfitting with only a few constructive cases of anomalies among hours of footage. The value of the proposed system lies in combination of diverse datasets from various human fall scenes of office, home, coffee room and lecture room for extraction of novel feature sets to be input to CNN model. The proposed system addresses vital issues the healthcare underthought by automated human fall detection with an accuracy of 93.81% by …"
Dr. Sumitra Narayan Motade,3iuFEMsAAAAJ,Traffic management system using AI and IoT,2022,"Traffic congestion has become a major issue nowadays. Not only in metro cities even in small cities this traffic congestion is a big problem. Therefore, we have required an intelligent traffic control system that can decrease traffic. Our current traffic control system is not flexible and adaptable, and it is time-based and is unaffected by heavy traffic. Because of its static nature, it is unreliable, unpredictable, and noisy. The proposed system is the approach for traffic control. In the proposed system the image processing and IR sensors are used. IR sensors are installed at the roadside from where they detect vehicles and send results to Arduino UNO. On the other side, image processing is used to count vehicles by using camera surveillance and sends the result to the microcontroller through a serial port. Arduino UNO then analysis both the results and update green path time according to the traffic density on the road. Using …"
Dr. Sumitra Narayan Motade,3iuFEMsAAAAJ,FIRE FIGHTING ROBOT USING ANDROID APPLICATION,2020,"Fire fighting is not only important but also dangerous occupation. Whenever fire mishap occurs anywhere it is important to reach there quickly in order to prevent damage. Now a days technology has grown at large extend that makes fire extinguishing more efficient. In this project, we are designing fire fighting robot using android application. The robot consists of water pump and raspberry pi for controlling the desired operation. Sensor module is used to sense fire within area by using temperature sensor, smoke sensor and flame sensor. Android app has buttons for controlling the movement of robot. The live video streaming is also provided on the app that helps to provide navigation to robot. The robot will reach location and spray water to extinguish fire completely."
Dr. Sumitra Narayan Motade,3iuFEMsAAAAJ,Frequency domain adaptive filter using FFT algorithm for acoustic echo cancellation,2010,"Adaptive Filters are generally implemented in the time domain which works well in most scenarios however in many applications the impulse response becomes too long, increasing the complexity of the filter beyond a level where it can no longer be implemented efficiently in the time domain. An example of where this can happen would be in acoustic echo cancellation applications in hands free telephony. However there exists an alternative solution and that is to implement the filters in the frequency domain. The Discrete Fourier Transform or more specifically the Fast Fourier Transform (FFT) allows the conversion of signals from the time domain to the frequency domain in an efficient manner. Acoustic echo cancellation of the frequency domain adaptive filter is compared with time domain adaptive filter. Again results are compared for both frequency domain and time domain adaptive filters with different step sizes."
Dr. Sumitra Narayan Motade,3iuFEMsAAAAJ,Smart Face Recognition Based Attendance System Using ML Algorithm,2022,"The system's goal is to make the attendance marking process quick and easy because the teacher's mundane job in class is time consuming in monitoring the students while marking attendance and ensuring that no proxy attendance is marked.To solve the problem efficiently, the system employs a machine approach that makes use of Python's OpenCV library. The Haar cascade algorithm and the LBPH algorithm are used for face detection and recognition. The system is designed to be s ufficiently accurate in comparison to other systems."
Dr. Sumitra Narayan Motade,3iuFEMsAAAAJ,Noma multiuser detection with MIMO for maximizing the system capacity and eliminate interference,2021,"In 5G cellular communications, Non-Orthogonal Multiple Access (NOMA) is the advanced radio access technique. Compared to other Orthogonal Multiple Access (OMA) schemes, NOMA is more efficient and supports a large number of users. However, as the number of users increases, OMA based schemes may not meet the emerging requirements such as very high spectral efficiency, very low latency, and massive device connectivity. NOMA allows access to several users in the same resource block, such as a time slot, subcarrier, or spreading code. This work mainly emphases on the power domain NOMA with Multiple Input Multiple Output (MIMO), which combines many users in the power domain and uses channel gain difference between multiple users. Various user signals can also spread over the channel at the transmitter side. Due to the availability of multi-users, the SIC on the receiver side cannot be able to perform the sequential decoding of the users. Whale Rank Successive Interference Cancellation (WRSIC) overcome the limitation in the existing SIC by ranking the user for successive cancellation of interference in the system. A WRSIC based Multi-User Detection (MUD) algorithm is used on the receiver side to identify the signal required. Thus, the novel WRSIC-MIMO NOMA method maximizes the channel capacity and eliminate the interference. Simulation results show the performance of the proposed scheme with different parameters and the comparison with the other schemes."
Dr. Sumitra Narayan Motade,3iuFEMsAAAAJ,Edge Impulse: TinyML Language Classification Model,2024,"There is an immense demand for smart production procedures with a requirement of intelligence which is expected in today’s industry due to rapid development. One of those intelligent production techniques gave birth to TinyML, which has the ability to run machine learning models with low processing power and still satisfying the accuracy threshold for effective application. This research explores the implementation of TinyML for conveyor belt systems using Edge Impulse software. The significance of this research lies in the approach of handling a problem such as language identification on products real time and on edge devices. This pipeline was created with data acquisition, model design, training and testing done sequentially to suit our purpose, with getting the results of accurate identification of 4 languages Arabic, Chinese, Hindi and English along with processing time of 1ms and RAM consumption of 4KB …"
Dr. Sumitra Narayan Motade,3iuFEMsAAAAJ,Analyzing the Feasibiity and Realibilty of Nextcloud as a Network Attached Cloud Storage Solution on Raspberry Pi,2023,"Since network technology is advancing so quickly, every industry that uses networking now has a great need for data storage facilities. The proposed system inspects the feasibility of creating a network-attached storage system using Raspberry Pi and Nextcloud. A network-attached storage system, or NAS, that provides data access to a variety of network clients is connected to a computer network. The potential use of this system is for file and photo storage. Additionally, the study’s main focus is on communication via the chat feature. The advantages of such an approach are highlighted, including its affordability, adaptability, and simplicity. The presented work summarizes that a Raspberry Pi-based network-attached storage system with Nextcloud software is a viable solution for individuals and small businesses looking for a secure and efficient way to store data and communicate with others. It allows the storage …"
Dr. Sumitra Narayan Motade,3iuFEMsAAAAJ,Enhancing Driving Safety Through Real-Time Posture Detection and Analysis Using Machine Vision,2023,"This paper proposes an innovative technique for evaluating the driver's posture in All-Terrain Vehicles (ATVs) by making use of OpenCV and the Mediapipe Framework using Python. Real-time video streams of driver's posture are captured and processed to determine joint angles, which are then compared to a REBA scorecard for further analysis. The results are displayed on a web page which is built using React and Python backend which runs locally on a computer. This approach has also been verified by using sensors to detect the angles between the joints. By accessing the level of risk from REBA Table, the vehicle design is optimized and the vehicle is made invulnerable. This automatic calculation saves considerable amount of time during the development phase. This approach offers a user-friendly way to detect and analyze driver's posture, predict risk to the driver using the REBA standardized scorecard …"
Dr. Sumitra Narayan Motade,3iuFEMsAAAAJ,Machine learning-based approach for depression detection using PHQ-9 and Twitter dataset,2022,"Depression is a severe mental health issue that affects people of all age groups, sexes, and races. People are more relaxed about expressing their opinions on social networking sites (SNS) almost every day in this age of modern connectivity and technology. This work aims to propose a model based on data analysis and machine learning to detect depression in a person. Two types of depression detection tests are conducted on the same Web site. Two tests are based on the PHQ-9 dataset approved by the National Institute of Health (NIH) and Twitter Dataset. In the PHQ-9 dataset, the maximum accuracy achieved using SVM is 99.74%. In the Twitter dataset, comparatively, a little less accuracy is obtained because of the informal language used in tweets. The outcome of this work will help the researchers with an insight into the automatic techniques to detect depression. Proposed work significantly improves the …"
Dr. Sumitra Narayan Motade,3iuFEMsAAAAJ,IOT Based Smart Irrigation System using Cisco Packet Tracer,2021,
Dr. Sumitra Narayan Motade,3iuFEMsAAAAJ,Real-time Driver Monitoring using Facial Landmarks and Deep Learning,2024,"Annuallya significant number of collisions stem from drivers being drowsy or distracted. The proposed work introduces a real-time computer vision setup, aimed at assessing the driver’s condition. Utilizing facial landmark scrutiny coupled with deep learning, the system identifies indications of drowsiness, such as shut eyes and yawning. Moreover, a Convolutional Neural Network (CNN) categorizes driver behaviors, including smoking. Through testing on a labelled driving video dataset focusing on driver states, the proposed system showcased a 92 percent accuracy in recognizing closed eyes, 87 percent for detecting yawning, and 89 percent for classifying smoking actions. With its streamlined design and high precision, this system holds promise in enhancing road safety by continuously monitoring driver attentiveness and concentration. This research contributes valuable insights into crafting unobtrusive driver …"
Dr. Raghunath Subhanrao Bhadade,zKvT_60AAAAJ,Circularly polarized 4× 4 MIMO antenna for WLAN applications,2019,"A circularly polarized (CP) 4 × 4 MIMO antenna with low mutual coupling is proposed to operate at 2.4 GHz WLAN band (IEEE 802.11b/g/n/ax) applications. The proposed design consists of four CP pentagonal microstrip elements with suspended substrate and five loaded slits to obtain the high gain and required impedance bandwidth. The CP elements are orthogonally arranged with diagonal element has same CP to reduce mutual coupling among the elements. The proposed MIMO antenna exhibits impedance bandwidth 170 MHz, a peak gain 7.95 dBd, and axial ratio ≤3 dB. More than 30 dB isolation is achieved between two elements. The MIMO antenna performance in terms of diversity gain (DG), efficiency, and envelope correlation coefficient (ECC) has been reported."
Dr. Raghunath Subhanrao Bhadade,zKvT_60AAAAJ,Mental health analyzer for depression detection based on textual analysis,2022,"The global coronavirus pandemic and lockdown has had negative impacts on individuals’ mental health and well-being. The crisis has generated symptoms of depression in many, which may last even after the lockdown is over. To provide support to individuals in terms of counseling and psychiatric treatment, it is necessary to identify such depressive symptoms in a timely fashion. To address this problem, an artificial intelligence-based system is proposed to assess the changes, if any, in the mental health of an individual as a function of time, starting from the pre-lockdown period (in India from 20 April 2020). A Mental Health Analyzer has been implemented to automatically detect whether an individual is trending toward a state of depression based on his or her tweets over time. The deep learning models of Convolutional Neural Networks (CNN), Long Short-Term Memory (LSTM), and Bidirectional LSTM have been implemented and compared for the emotion classification task, specifically to detect the emotions of sadness, fear, anger, and joy present in a person’s tweets. The system identifies the emotion of sadness present in tweets to detect depression. An ensemble maximizing model using CNN, LSTM, and Bidirectional LSTM is proposed to maximize the recall metric to improve the performance for the task of depression detection. The implemented system was tested using the dataset provided for the SemEval-2018 semantic evaluation tasks and achieves better results than previous models for the task of emotion classification and, further, can detect depression when tested on real Twitter data."
Dr. Raghunath Subhanrao Bhadade,zKvT_60AAAAJ,IoT based real time drainage monitoring system,2024,"Constant drainage system monitoring is essential for the cleanliness of cities. In reality, drainage monitoring crews do not exist in every municipality. It leads to irregular monitoring of drainage conditions. Drainage becomes obstructed due to unreliable observation, which implies an invitation that ultimately leads to inundation. This study examines an IoT-based real-time drainage monitoring system that monitors the condition of each manhole point in the drainage system via wireless sensor networks. Each individual manhole cover operates as a sensor node. The data that has been entered into a database will be presented using a Geographic Information System (GIS). In order to prevent catastrophes, monitoring metrics consist of drainage water levels, the air pressure in the drainage line, the presence of toxic gases in the drainage and the condition of the manhole, which indicates whether it is closed or open …"
Dr. Raghunath Subhanrao Bhadade,zKvT_60AAAAJ,A literature survey on mimo antenna,2021,"This survey paper addresses the various Multiple-input-multiple-output (MIMO) antennas. In today's world of wireless networking, the MIMO antenna is highly necessary. In the field of the MIMO antenna a lot of research work has been done in the last decade. Here different MIMO antennas and their specifications are discussed. This survey paper also discusses various MIMO antennas with different elements and their consequences on reducing MIMO antenna problems, such as cross-polarization and reciprocal coupling between patch arrays. The positioning of antennas in close proximity induces extreme coupling and thus degrades the efficiency of the MIMO antenna system. The objective of the work is to review the recent research and development trends and highlight a few novel approaches in the antenna design that call for MIMO applications. To compare the different antenna parameters we presented a table for comparison of different antenna."
Dr. Raghunath Subhanrao Bhadade,zKvT_60AAAAJ,High gain circularly polarized pentagonal microstrip for massive MIMO base station,2019,"In this paper we propose a circularly polarized pentagonal microstrip antenna on a suspended substrate with coaxial probe feed and five loaded slits for Massive MIMO BS Antenna applications. Massive Multiple-Input Multiple-Output (MIMO) is one of the key component to be incorporated in the 5G cellular systems. The proposed antenna is successfully simulated using HFSS 13.0, fabricated on a FR-4 substrate and measured. The proposed antenna exhibits a much higher gain of 6.17 dB, improved impedance bandwidth of 171.9 MHz (Return loss, S 11=-10dB), axial ratio bandwidth (< 3dB) of 135 MHz, patch area of 1775 mm 2, and also yields return loss better than-15 dB around the center frequency of 2.45 GHz (ISM Band). Measured characteristics of the antenna are in good agreement with the simulated results."
