Name,Profile_URL,Designation,Bio,Research_Areas,Publications,Google_Scholar,ORCID,Scopus
Mr. Rushil Chandra,https://mitwpu.edu.in/faculty/rushil-chandra,Assistant Professor,"Mr. Rushil Chandra has a work experience of 4 years. He has worked in the legal industry as an Associate in a corporate-cum-dispute resolution firm in New Delhi for 1 year and there after as a faculty of law for 3 years. He has successfully completed his Under Graduation from Dr. Ram Manohar Lohiya National Law University (RML NLU, Lucknow) and his Post Graduation from Hidayatullah National Law University (HNLU, Raipur). He is currently enrolled as a Ph.D. Scholar at Gujarat National Law University (GNLU, Gandhinagar). His areas of interest include Company Law, Artificial Intelligence and Law, Information Technology Law, International Laws, Banking Laws and Jurisprudence. He is oriented towards research and innovation in law. Amongst his publications, some of the notable works include: Research Paper titled, “The Digital Gaming Revolution: An analysis of current trends, issues and future prospects” published in the Russian Law Journal, Volume 11, Issue No. 1 (2023); DOI: https://doi.org/10.52783/rlj.v11i1.288 [Web Of Science indexed] Research Paper titled, “A Critical Study Of The Demand And Supply In Relation To Food Delivery Apps Like Zomato And Swiggy In India” published in the Russian Law Journal, Volume 11, Issue No. 1 (2023). [Web Of Science indexed]",,,,,"Article titled, “Adapting to the AI Revolution” published in Economic and Political Weekly, JOUR, Volume 58, Issue No. 19, May 2023. [SCOPUS indexed]"
Dr. Pankaj Pramod Koparde,https://mitwpu.edu.in/faculty/pankaj-pramod-koparde,,"Dr. Pankaj Koparde is an Evolutionary Ecologist working with core expertise in subjects such as Urban Ecology, Biogeography, Conservation Science, Biodiversity Informatics, and Science Communication. He primarily works on owls and dragonflies. He is an admin of two mega citizen science projects, DragonflySouthAsia and OwlIndia. He is a TEDx speaker and has delivered talks across popular platforms such as Towards and Ecological Landscape (TEL), Indian Society of Landscape Architects (ISOLA), and Science on Tap. He is a DST Young Scientist awardee; SAEVUS Rising Star of Conservation; Prakriti & EarthWatch Fellow. He is an IUCN contributor and actively engaged in research benefitting on-ground conservation. His work is featured in several newspapers and magazines. In their latest study his team discovered a new species of damselfly and named it after Ecological Armageddon. He is a member of two government committees such as the Panchagani Biodiversity Committee and Pashan Lake Conservation Committee. He is a member of the World Dragonfly Association USA, International Biogeography Society USA, and Society for Conservation Biology UK. He also works as an ecological consultant & subject matter expert with various organizations such as ERM, Ramboll, Ranwa, and corporates. He is also a published Marathi writer with a major interest in literary essays (Lalit). His lab group is known as Chatur Ullu Lab denoting the off beat research Dr. Koparde and his team is doing on Dragonflies (Chatur) and Owls (Ullu). Education : MSc Biotechnology (2010), IBB, SPPU Pune PhD in Ecology & Evolution (2019), Manipal Academy of Higher Education (MAHE) in collaboration with Salim Ali Center for Ornithology & Natural History (SACON) and National Center for Biological Sciences (NCBS), TIFR Bangalore PGD in Data Science (2022), RISE WPU & KPMG Netherlands","Biodiversity, Ecology, Biogeography, Urban Ecology, Phylogeny, Biodiversity Informatics, Citizen Science, Science Communication","1. VC, A., Chandran, R., SS, R., Jose, S.K. and Koparde, P., 2023. Description of Phylloneura rupestris sp. nov. (Odonata, Platycnemididae) from the Western Ghats, India with notes on its reproductive behavior. International Journal of Odonatology, 27: pp. 26-36. 2. Mukherjee, S., Gawari, A.R., Pillai, K., Koparde, P., Karunakaran, P.V. and Khanolkar, N., 2024. Diet of Rusty-spotted Cat Prionailurus rubiginosus (I. Geoffroy Saint-Hilaire, 1831)(Mammalia: Carnivora: Felidae) in Sanjay Gandhi National Park, Mumbai, India. Journal of Threatened Taxa, 16(5), pp.25129-25136. 3. Chalke, P. and Koparde, P., Losing the Carbon Game? Changing Face of a Tropical Smart Metro City and its Repercussions on Carbon Sequestration, Heat and Flood Mitigation Capacity. Changing Face of a Tropical Smart Metro City and its Repercussions on Carbon Sequestration, Heat and Flood Mitigation Capacity. Pre-print available at SSRN. 4. Kapadi, P., Ram, M., Sahu, A., Koparde, P. and Jhala, L.S., 2023. Odonata assemblage of the Gir National Park with three additional records for Gujarat state, India. Notulae odonatologicae, 10(2), pp.31-37. 5. Lele, A., Arasumani, M., Vishnudas, C.K., Koparde, P., Joshi, V. and Robin, V.V., 2023. Ecological niche modelling reveals an elevated threat status for the Nilgiri Pipit (Anthus nilghiriensis). Journal of Ornithology, pp.1-13. 6. Darshetkar, A., Patwardhan, A. and Koparde, P., 2023. A comparison of four sampling techniques for assessing species richness of adult odonates at riverbanks. Journal of Threatened Taxa, 15(1), pp.22471-22478. 7. Payra, A., Chandran, R., Deshpande, A. and Koparde, P., 2023. Description of Protosticta armageddonia sp. nov. (Odonata: Zygoptera: Platystictidae) from the Western Ghats of India. International Journal of Odonatology, 26, pp.93-102. 8. Payra, A., Tiple, A.D. and Koparde, P., 2023. First descriptions of the females of Cyclogomphus heterostylus Selys, 1854 and Ictinogomphus distinctus Ram, 1985 from India, with comments on the status of Cyclogomphus wilkinsi Fraser, 1926 (Odonata: Gomphidae). Zootaxa, 5319(3), pp.421-428. 9. Payra, A., Deshpande, A. and Koparde, P., 2023. New spatial records of three Odonata species from the Western Ghats, India (Coenagrionidae, Aeshnidae). Amurian Zoological Journal, 15(4), pp.847-853. 10. Payra, A., Deshpande, A. and Koparde, P., Northernmost records of two endemic odonates Protosticta sanguinostigma Fraser, 1922 and Idionyx saffronatus Fraser, 1924 from the northern Western Ghats, Maharashtra, India. SPIXIANA, 45(2), pp.249-253. LinkedIn Link https://www.linkedin.com/in/pankaj-koparde-a557949/ https://scholar.google.com/citations?user=xmcTPqsAAAAJ&hl=en Other Grants Receipient from: DST-SERB (GoI), MGBP (Govt. of Maharashtra), IndiaBioscience, MoEFCC (GoI), EarthWatch Institute India, Prakriti Research Fellowship, CSR Funds Website https://www.chaturullu.in/",Google Scholar Link,https://orcid.org/0000-0002-7418-8814,https://www.scopus.com/authid/detail.uri?authorId=55612726200
Mrs. Shruti Godbole,https://mitwpu.edu.in/faculty/shruti-godbole,Assistant Professor,"Mrs.Shruti Godbole has completed her Master’s degree in Computer Applications from University of Pune in 2002.She has worked as a faculty for Information Technology in Laxmanrao Apte College,Pune.Later on in 2005 she joined MITSOM college and worked as a faculty and Course Head for BCA course that was affiliated to University of Pune.Currently she is an Assistant Professor at Dr. Vishwanath Karad MIT World Peace University in the department of Computer Science and applications. She has taught various subjects like C,C++,Data Structures,Java, Web Development using(HTML,CSS,Javascript,ASP),VB.net,Python,Operating Systems. She has also handled various academic projects developed using c,c++ ,visual basic,vb.net etc.With over 21 yrs of experience she has coauthored 2 books viz 1.Information Technology 2.Principles of programming and Algorithms",,,,,
Dr. Makrand Mahadev Wagale,https://mitwpu.edu.in/faculty/makrand-mahadev-wagale,Assistant Professor,"Dr. Makrand Wagale is an Assistant Professor at the Department of Civil Engineering, MIT World Peace University in Pune. He completed his B.E. in Civil Engineering from Walchand College of Engineering, Sangli, and his M.E. and Ph. D in Transportation Engineering from Birla Institute of Technology and Science, Pilani. Dr. Wagale specializes in Transportation Planning, Public Transportation, Rural Road Assessment and Design, Artificial Intelligence, soft computing, Computational Intelligence, Augmented Reality Applications for Civil Engineering Design, and Transportation Safety. He has authored several research papers in international journals and conferences and actively reviews journals of international repute, such as the Journal of Traffic and Transportation Engineering and the Transportation Research Board. Dr. Wagale is proficient in software such as HDM-4, VISSIM, MX ROAD, GIS, and computing tools like SPPS and R-Programming. He has over three years of combined experience in teaching and industry. Dr. Wagale also worked as a road safety auditor for the Bikaner to Phalodi section of NH-15 for four-laning from km 4.200 to 55.250 and two-laning with paved shoulder from km 55.250 to 163.500 in the state of Rajasthan, India. Qualification : Ph.D. (Transportation Engineering), M.E. (Transportation Engineering), B.E. (Civil Engineering) Subjects taught Transportation Engineering I, Transportation Engineering II, Transportation Planning and Management Research Paper 1. Singh A. P., Wagale M., Dhadse, K., Singh A. “Socioeconomic impacts of low-volume roads using a GIS-based multidimensional impact assessment approach”. Environment, Development and Sustainability. 2021. https://doi.org/10.1007/s10668-021-01723-3. 2. Tirth V., Wagale M., Singh A. P., Sarkar A.K. Singh R. K., Algahtani A., Islam, S. “Exploring Negative Impacts of Rural Roads Using Fuzzy Multicriteria Approach”. Journal of Civil Engineering and Management. 2021, 27(6): 441-453. https://doi.org/10.3846/jcem.2021.15264. 3. Wagale M., Singh A. P., Sarkar A. K. “Socio-economic impacts of Low-volume roads using mixed-method approach of PCA and Fuzzy-TOPSIS”. International Review for Spatial Planning and Sustainable Development. 2021, 9(2): 112-133. https://doi.org/10.14246/irspsda.9.2_112. Wagale M., Singh A. P.,Sarkar A. K. “The application of adaptive neuro-fuzzy inference system and fuzzy delphi technique to assess socio-economic impacts of construction of rural roads”. Journal of Transport and Telecommunication. 2019, 20: 325-345. https://doi.org/10.2478/ttj-2019-0027. Wagale M., Singh A. P., Sarkar A. K. “Impact of rural road construction on the local livelihood diversification: Evidence from Pradhan Mantri Gram Sadak Yojana in Jhunjhunu district, India”. Geo Journal. 2019, 85:961-978. https://doi.org/10.1007/s10708-019-10007- 3",,,,,
Dr. Sunil Shriram Karad,https://mitwpu.edu.in/faculty/sunil-shriram-karad,,"Dr. Sunil S Karad is currently working as Assistant Professor in Department of polytechnic, Dr. Vishwanath Karad MIT World Peace University, Kothrud Pune. He is having more than 29 years of teaching and administrative experiance. He holds M.Sc. PhD. in physics. His research area is synthesis and applications of nanomaterials. His commitment to fostering intellectual growth reflects his belief in the transformative power of education. Hehas published more than 3 text books for diploma engineering students. He was previously servewd as a panel member in faculty selection for DTE and MSBTE. He has prepared curriculums for MSBTE and WPU.He was a external academic monitoring committee member for MSBTE. He was coordinator for government polytechnic distance learning for 8 years. He is a life member of ISTE, New Delhi.",Nanomaterials,"1. Influence of Al3+-Gd3+ co-substitution on the structural, morphological, magnetic and optical properties of nickel ferrite nanoparticles SB Gopale, MV Khedkar, SA Jadhav, AV Raut, SS Karad, GD Kulkarni, Journal of Materials Science: Materials in Electronics 33 (35), 26544-26563 2. NEP 2020: National professional standards for teachers in India and their significance in 21st century education RD Patil, S Karad International Research Journal of Education and Technology 4 (8), 209-225 https://scholar.google.com/citations?user=76ijmC4AAAAJ&hl=en",Google Scholar Link,,
Dr. Amit Ambar Gupta,https://mitwpu.edu.in/faculty/amit-ambar-gupta,Assistant Professor,"His research area includes Operations Management, Operations Research, Supply Chain Management, Optimisation and Meta-heuristics algorithms.",,,,,"Dr. Amit Ambar Gupta is an Assistant Professor at the School of Business, MIT World Peace University, Pune. He has done his Ph.D. in Operations Management from IIT (BHU) Varanasi and M. Tech in Industrial and Management Engineering from NIT Jamshedpur. He is a Mechanical Engineering graduate. He has qualified for national-level exams such as GATE and NET (CSIR-JRF) and received MHRD fellowship. He is also Six Sigma Green Belt certified by KPMG. He has teaching and research experience of 5 years. He has presented research works in international conferences and published research papers in Scopus and reputed international journals. He has also acted as a reviewer in some reputed journals. He also holds associate membership of the Institute of Engineers (IEI), India."
Mr. Sagar Sunil Kolapkar,https://mitwpu.edu.in/faculty/sagar-sunil-kolapkar,Assistant Professor,"Prof. Sagar Kolapkar is an Assistant Professor in the Department of Civil Engineering, MIT World Peace University, Pune. He received his B.E. in Civil Engineering (2010) from Pune University and M.Tech (Transportation Systems Engineering) in 2013 from IIT Guwahati. His research focuses on Parking Demand Management and Supply Regulation and Warm Mix Asphalt. He is a certified Road Safety Auditor by the Ministry of Road Transport and Highways and Indian Roads Congress. He has actively worked with Pune Municipal Corporation on Parking Policy. He qualified GATE in 2011 and has published several research papers in top-ranked journals in Civil Engineering. He has been an active reviewer of international journal Materials Today (Elsevier). He has written a book on Advanced Transportation Engineering. He is actively working as Infrastructure Cordinator at Department of Civil Engineering. Qualification : Ph.D. (Pursuing), M. Tech Transportation Systems Engineering, B. Tech Subjects taught Transportation Engineering I, Transportation Engineering II, Transportation Planning and Management","Transportation materials, Warm Mix Asphalt, Parking Policy and Demand Studies","Effect of Sasobit® as a WMA additive on mix design parameters https://doi.org/10.1016/j.matpr.2023.03.253 Patents ATC – SYSTEM: Advanced Traffic Control System by Using Intelligent, Technology, CPWS- Elements: Conversion of Plastic Waste into Useful Structural Elements for Construction Industry” https://scholar.google.com/citations?user=6OuAtb8AAAAJ&hl=en",Google Scholar link :,https://orcid.org/my-orcid?orcid=0000-0002-2712-4965,
Dr. VasiAhmed Ebrahim Shaikh,https://mitwpu.edu.in/faculty/vasiahmed-ebrahim-shaikh,Professor,"Professor Dr. Vasi Shaikh is a highly experienced academician and researcher with over 30 years of teaching and research experience in various science and engineering institutes and universities in India. Over the last few years, Dr. Shaikh played a key role in the successful implementation of a new PG program at the university from its conceptualization to its launch, all while maintaining high academic standards and growing revenue. Dr. Shaikh has headed the M.Sc. Industrial Polymer Chemistry program, which has an enrollment of about 60 students. Dr. Shaikh has built a reputation for consistently attracting good admissions and placements. In this role, Dr. Shaikh has implemented several innovative practices that have improved the quality of education and the employability of students. Dr. Shaikh's other achievements include one year of industrial working experience with Asian Paints India Ltd., being a JRF & SRF on DST funded research project, receiving Young Scientist research funding from SERC-DST, New Delhi, being a recognized Ph.D. guide in both chemistry and chemical engineering, and being a member of the BoS and faculty of chemical engineering and chemistry. Dr. Shaikh also served as the ex-chairman of the BoS chemical engineering and has several publications with an impact factor as high as 10. Dr. Shaikh also provides industrial consultancy services. Dr. Shaikh has been recognized for his dedication with prestigious awards such as the Best Teacher award by Savitribai Phule, Pune University and an Ideal Teacher award by MIT, Pune. Currently, Dr. Shaikh is working as a Professor and Associate Dean at MIT World Peace University, where he continues to inspire and lead students to achieve academic excellence.","Liquid Crystalline Polymers, Biopolymers, Microplastics, Water Purification, Polymer Chemistry","1. Kim, G.; Gavande, V.; Shaikh, V.; Lee, W.-K. Degradation Behavior of Poly(Lactide-Co-Glycolide) Monolayers Investigated by Langmuir Technique: Accelerating Effect. Molecules 2023, 28, 4810. (IF 5, Q1) https://doi.org/10.3390/molecules28124810 2. Prashant Shripad Kulkarni, Vasi Ahmed Ebrahim Shaikh & Monish Sutradhar Enhanced separation of nitrophenols from wastewater by using ammonium ionic liquid with thiocyanate anion in supported liquid membrane. Separation Science and Technology, Taylor and Francis, 1-14, 2021. (IF 2.799, Q2) https://doi.org/10.1080/01496395.2021.1995428 3. Ishrat Vasi Shaikh and Vasi Ahmed Ebrahim Shaikh Comprehensive review on assessment of plastic debris in aquatic environment and its prevalence in fishes and other aquatic animals in India, Science of The Total Environment, 779, 2021, 146421, ISSN 0048-9697, (IF 10.753, Q1) https://doi.org/10.1016/j.scitotenv.2021.146421 https://www.sciencedirect.com/science/article/abs/pii/S0048969721014893 Book Chapters 1. Vishal Gavande, Vasi Shaikh, and Won-Ki Lee Electrospun Nanofiber-Reinforced Polymer Composites and Their Advanced Applications; Specialty Polymers and Materials: Advances, Technologies, Applications, and Future Trends, Apple Academic Press. (Accepted) https://appleacademicpress.com/specialty-polymers-and-materials-advances-technologies-applications-and-future-trends/9781774917831 2. Dinesh Bhutada, Vasi Shaikh, and Atharv Kabade, Applications of Cellulose Nano-Crystals (CNC) in Drug Delivery Specialty Polymers and Materials: Advances, Technologies, Applications, and Future Trends, Apple Academic Press. (Accepted) https://appleacademicpress.com/specialty-polymers-and-materials-advances-technologies-applications-and-future-trends/9781774917831 3. Vasi Ahmed Ebrahim Shaikh, and Ishrat Vasi Shaikh “Green Polymeric Nanocomposites in Healthcare Applications”, Sustainable Green Nanomaterials: Synthesis, Characterization, and Engineering Applications, Apple Academic Press (Accepted) https://www.appleacademicpress.com/sustainable-green-nanomaterials-synthesis-characterization-and-engineering-applications/9781774916803 4. Vishal Gavande, Vasi Shaikh, Won-Ki Lee “Green Electrospun Polymer Nanofibers: Preparation, Challenges, and Applications”; Sustainable Green Nanomaterials: Synthesis, Characterization, and Engineering Applications, Apple Academic Press (Accepted) https://www.appleacademicpress.com/sustainable-green-nanomaterials-synthesis-characterization-and-engineering-applications/9781774916803 5. Vasi A. E. Shaikh and Ishrat V. Shaikh “Polysaccharides, Sustainable Green-Composite Biomaterials”, Chapter in the Encyclopaedia of Green Materials edited by Chinnappan Baskar, Seeram Ramakrishna and Angela Daniela La Rosa, Springer Nature. (2022). https://link.springer.com/referenceworkentry/10.1007/978-981-16-4921-9_158-1 6. Ishrat V. Shaikh and Vasi A. E. Shaikh “Insect secretions and extracts as green material resources”, Chapter in the Encyclopaedia of Green Materials edited by Chinnappan Baskar, Seeram Ramakrishna and Angela Daniela La Rosa, Springer Nature. (2022). https://link.springer.com/referenceworkentry/10.1007/978-981-16-4921-9_171-1 Journal Editor 1. Dr. Vishal Gavande, Prof. Dr. Vasi Shaikh and Dr. Won-Ki Lee Guest Editors for a Special Issue MDPI, Polymers: ""Biopolymers and Biodegradable Polymers: Synthesis, Properties, Application and Degradation Behavior"". https://www.mdpi.com/journal/polymers/special_issues/YBWH9Z54TG Book Editor 1. Shrikant Kulkarni and Vasi Shaikh Editor for Specialty Polymers and Materials- Advances, Technologies, Applications and Future Trends, Book proposal accepted by Springer Nature. https://www.researchgate.net/publication/367327119_CALL_FOR_BOOK_CHAPTER 2. V. A. E. Shaikh “Liquid Crystals Derived from Natural Molecules”, Book Published by Lulu publications, Raleigh N C, United States. ISBN: 978-1-329-09714-8 https://shorturl.at/dBM38 https://scholar.google.com/citations?user=qes29e8AAAAJ&hl=en Research Grants 1. Received funding from Department of Science and Technology (DST), New Delhi under SERC Fast Track Proposals under ‘Young Scientist Scheme’ for a research project proposal. 9.00 lakh) 2. Received funded project entitled ‘Molecular sieves filled polymeric membranes’ as a Principle Investigator from BCUD, Pune University for two years. (2.4 lakh) 3. Received funding as a co-investigator on a BCUD, Pune University funded projects. (2.2 lakh and 1.5 lakh)",Google Scholar link :,http://orcid.org/0000-0002-7502-570X,https://www.scopus.com/authid/detail.uri?authorId=6507546181
Dr. Esha Bansal,https://mitwpu.edu.in/faculty/esha-bansal,Assistant Professor,"Dr. Esha Bansal is an Assistant Professor at MIT World Peace University, Pune, with over Ten years of teaching experience and five years of dedicated research as a Junior Research Fellow at Himachal Pradesh University Business School. She is also an UGC-NET qualified in Labour Laws. Her academic focus lies in Organizational Behaviour, Human Resource Management, Labour Laws, and Industrial Relations. Teaching Philosophy She believes that knowledge is co-created in the classroom through meaningful interaction and a stimulating educational environment. Her teaching philosophy emphasizes nurturing students holistically—intellectually, emotionally, socially, and physically. I am committed to using innovative and flexible teaching strategies that help learners reach their highest potential. Academic & Research Background Research Areas : Personality Traits & Burnout, Social Media, Anxiety, Work Engagement & Employee Well-being, Emotional Intelligence & Leadership Key Publications Personality Traits and Work Engagement : A Case Study on Employees in the Banking Sector – IRJMETS, Vol 2.8, Aug 2020 Work Engagement and Burnout Among Female Employees in HP’s Banking Sector : Vimarsh, Vol 10, Issue 2, Jul–Dec 2019 Personality Traits and Work Engagement: A Case Study on Female Bank Employees Pari Kalpana: KIIT Journal of Management Ethical and Social Responsibility of HRM Towards Sustainable Business Organization : Canadian Copyright Database https://scholar.google.com/citations?user=dpeAmrIAAAAJ&hl=en",,,Google Scholar Link,,Social Media and Youth Anxiety in Pune Region : IAEME (Scopus Indexed)
Dr. Prasad Pathak,https://mitwpu.edu.in/faculty/prasad-pathak,Associate Professor,"Dr. Prasad Pathak is an Associate Professor at the School of Business, MIT-WPU, with over two decades of academic experience in management education. He holds a Ph.D. in Human Resource Management and has successfully guided doctoral research at MIT-WPU. His academic interests span strategic management, HR practices, peace studies, and socio-cultural dimensions of leadership. He has held key academic and administrative roles, including Ph.D. Course Trainer, NAAC Criteria Head, Peace Courses Coordinator, and Member Secretary of the Board of Studies for BBA. Deeply influenced by philosophical and spiritual thought, Dr. Pathak brings a values-based approach to education, fostering holistic growth among students.",,,,,"He has published extensively in Scopus, Web of Science, and ABDC-indexed journals, with notable work on topics such as Dasbodh philosophy, agile project management, and ethical leadership. Dr. Pathak has presented papers at prestigious international conferences, earning multiple Best Paper Awards."
Ms. Suja Sreejith Panickar,https://mitwpu.edu.in/faculty/suja-sreejith-panickar,Assistant Professor,"Prof. Suja Panicker is an Assistant Professor in the School of CET, with 19 years of experience. She is currently pursuing her Ph.D in Computer Engineering at VIT University, Tamil Nadu, after completing her M.Tech in IT from VIT Pune. Prof. Panicker has taught a wide range of subjects including Big Data Analytics, Computer Forensics and Cyber Applications, and Object-Oriented Modeling and Design. She has numerous publications in well-known International Conferences and Journals, and has been supervising research projects at both undergraduate and postgraduate levels. In addition to her academic pursuits, Prof. Panicker has a passion for writing.","Cognitive Computing & NLP, Machine Learning, Databases, Deep Learning","1. ""A survey of machine learning techniques in physiology based mental stress detection systems"", published in Elsevier's Biocybernetics and Biomedical Engineering Journal 2. Image sentiment analysis using deep learning 3.Personality prediction of social network users using ensemble and xgboost 4.Investigating the Impact of Data Analysis and Classification on Parametric and Nonparametric Machine Learning Techniques: A Proof of Concept 5. Investigating the Role of Machine Learning in Detecting Psychological Tension 6.Predictive Analytics for Real-Time Agriculture Supply Chain Management: A Novel Pilot Study shorturl.at/nvL29",Google Scholar link,,https://www.scopus.com/authid/detail.uri?authorId=56642547200https://www.scopus.com/authid/detail.uri?authorId=56642547200
Mr. Yogesh Jayant Gaikwad,https://mitwpu.edu.in/faculty/yogesh-jayant-gaikwad,,"Prof. Yogesh Jayant Gaikwad is working as an Assistant Professor at School of Polytechnic, Dr. Vishwanath Karad MIT World Peace University, Pune, India. He has 12 years of teaching experience and 02 years of industry experience. He has completed his post-graduation, Master of Engineering in Computer Science from Pune University. He is pursuing PhD from Symbiosis International University, Pune. He has presented ten conference papers in National and International Conference and also published eight papers in international journals such as IEEE, UGC and Other. He has published Indian patent on Stress Detection. He is a member of SCRS, CSI committees.","Multimodal Data Fusion, Artificial Intelligence & Machine Learning",1. A Review on Self Learning Based Methods for Real World Single Image Super Resolution. 2. Microstrip patch antenna as a paper moisture sensor. 3. Histogram and Feature Encoding Based Fake Colorized Image Detection Using Machine Learning. 4. Stress Detection Device For Employees. 5. Detection Of Skin Cancer Using Deep Learning And Image Processing Technique. 6. Speaker-independent Speech Separation with Deep Attractor Network. 7. Android Coder 8. Campus Recruitment System 9. File Sharing Application with OTP Service. https://scholar.google.com/citations?user=kqlGvF8AAAAJ&hl=en#d=gs_hdr_drw&t=1714473993316,Google Scholar Link,https://orcid.org/0000-0002-9612-6331,https://www.scopus.com/authid/detail.uri?authorId=574967266000
Mrs. Kavita Karan Ingale,https://mitwpu.edu.in/faculty/kavita-karan-ingale,Assistant Professor,"Dr. Kavita Karan Ingale is an Assistant Professor in Economics with over 16 years of teaching experience and 3 years of industry experience. She holds an M.A. in Economics, MBS in Finance, and has qualified NET Economics exam. She holds Ph.D in Finance from Symbiosis International University. Kavita has presented research papers at various national and international conferences and has also published papers in reputed journals. She has always been passionate about mentoring students with real-life case studies, live projects and research assignments and takes keen interest in interdisciplinary research.","financial literacy, household finance, consumer financial behavior, financial planningand investment management, sustainable consumption anf sustainable finance","1. Retirement planning – a systematic review of literature and future research directions, Management Review Quarterly, 2023 https://link.springer.com/article/10.1007/s11301-023-00377-x 2. Financial literacy and financial behaviour: a bibliometric analysis. Review of Behavioral Finance. https://www.emerald.com/insight/content/doi/10.1108/RBF-06-2020-0141/full/htm 3. Central Bank and Fintech: Regulatory Challenges and Framework in book titled – Digitalization and the Future of Financial Services, Innovation and Impact of Digital Finance. (2022). https://link.springer.com/chapter/10.1007/978-3-031-11545-5_3 4. Study of Determinants of Follow-on Round in SaaS Subsectors: Venture Capitalist’s Outlook Advancements in Business for Integrating Diversity, and Sustainability: Routledge Publications (2024) https://www.routledge.com/Advancements-in-Business-for-Integrating-Diversity-and-Sustainability-Towards-a-More-Equitable-and-Resilient-Businesses-in-the-Developing-World/AKarras-Thakur-Oruganti/p/book/9781032708287 5. Rainwater Harvesting System: A Sustainable Consumption Way Towards Building Circular Economy – Case Study-Based Approach in book titled Multidisciplinary Approaches to Sustainable Human Development by IGI Global Publications. (2023). https://www.igi-global.com/chapter/rainwater-harvesting-system/328278 https://scholar.google.com/citations?user=pVTCQbIAAAAJ&hl=en Other https://www.researchgate.net/profile/Kavita-Ingale",Google Scholar Link,https://orcid.org/my-orcid?orcid=0000-0003-3570-4211,https://www.scopus.com/authid/detail.uri?authorId=57220637497
Mrs. Shakti Sanjay Kinger,https://mitwpu.edu.in/faculty/shakti-sanjay-kinger,Assistant Professor,"Prof. Shakti Kinger is a highly experienced professional with more than 20 years in the fields of machine learning, AI, and database management. She is known for guiding many graduate and postgraduate students, encouraging a culture of excellence in their work. Prof. Kinger has written many articles for both national and international journals, showcasing her dedication to tackling important issues in AI and explainable AI. Recognized for her innovative thinking, Professor Shakti Kinger remains at the forefront of shaping the future of technology through her expertise and leadership.",,,,,
Dr. Prakash Mohan Mainkar,https://mitwpu.edu.in/faculty/prakash-mohan-mainkar,,"Dr. Prakash Mohan Mainkar obtained his Bachelor's degree in Electronics Engineering from Shivaji University in 2001, followed by a Master's degree in Electronics (VLSI Design) in 2007. He later completed his Doctor of Philosophy (Engineering) from RTM Nagpur University, Nagpur, India, in 2019. Currently, he serves as the Director of Admissions and an Associate Professor in Electronics & Communication Engineering at MIT-WPU. Along with his teaching responsibilities, he actively participates in various institute committees and contributes to the development of laboratory infrastructure and curriculum. Dr. Mainkar regularly engages with industry professionals to explore employment opportunities for students and facilitate international university collaborations for MIT-WPU. He has undertaken several international study tours to universities in China, Singapore, Hong Kong, and Nepal, in his capacity as an International Study Tour Coordinator. Over the past 8 years, he has also served as a National Study Tour Coordinator and organized visits to numerous industries throughout India to provide students with exposure to real-world applications of their coursework.",,,,,
Mrs. Rajashree Sahadeo Jadhav,https://mitwpu.edu.in/faculty/rajashree-sahadeo-jadhav,Assistant Professor,"Prof. Rajashree S. Jadhav is working as an Assistant Professor in the department of Mathematics and Statistics at Dr. Vishwanath Karad MIT World Peace University in Pune, India. She has a 16 years of teaching experience. She has joined MIT in the year 2015 and completed successfully 9 years of association with it. Currently, Prof. Rajashree Jadhav is pursuing her Ph.D. from MIT World Peace University, focusing his research on the fascinating field of Fractional Differential equations and Numerical Analysis. Her dedication to expanding the boundaries of knowledge in this area is commendable, and her contributions are highly anticipated.",Differential Equations and Numerical Analysis.,,,,
Dr. Kaustubh Vishwas Yadav,https://mitwpu.edu.in/faculty/kaustubh-vishwas-yadav,Assistant Professor,Dr. Kaustubh V. Yadav is an experienced educator with 17 years of teaching experience at both the undergraduate and postgraduate levels. He has presented research papers in national and international conferences and has co-authored several publications catering to the distance learning curriculum. He is passionate about using effective instructional strategies to develop students' academic skills. Dr. Yadav is dedicated to providing high-quality education and is committed to fostering a positive and supportive learning environment.,"Positive Psychology, Educational Psychology, Psychometry, Clinical Psychology","1. Gender differences on hope, optimism and neuroticism among engineering students. 2. Hope's relation with self-esteem, optimism, and life satisfaction in engineering students. 3. Emotional intelligence and self esteem among performers in Rambo circus. 4. Psychological Well-being, Resilience and Guilt among Prisoners and Non-prisoners: A Comparative Study. 5. Emotional intelligence and hope among adolescents. 6. Anger and Emotional Intelligence among post graduate students. Google  scolar link  https://scholar.google.com/citations?user=M-4qh-IAAAAJ&hl=en",,https://orcid.org/0000-0001-7413-0244,
